Team1,Team2,Match_type,Date_,Date,team1_Goal_Times,team2_Goal_Times,team1_Matches,team2_Matches,team1_Rest: Days (Hours),team2_Rest: Days (Hours),team1_Wins,team2_Wins,team1_Draws,team2_Draws,team1_Losing,team2_Losing,Form_points_team1,Form_points_team2,team1_Goals scored,team2_Goals scored,team1_Goals conceded,team2_Goals conceded,team1_Goals scored per game,team2_Goals scored per game,team1_Goals conceded per game,team2_Goals conceded per game,team1_Clean sheets,team2_Clean sheets,team1_both teams to score,team2_both teams to score,team1_TU 2.5,team2_TU 2.5,team1_TO 2.5,team2_TO 2.5,team1_Shots ,team2_Shots ,team1_Shots  (competitor),team2_Shots  (competitor),team1_Shots on Target ,team2_Shots on Target ,team1_Shots on Target  (competitor),team2_Shots on Target  (competitor),team1_Possession ,team2_Possession ,team1_Possession  (competitor),team2_Possession  (competitor),team1_Corners ,team2_Corners ,team1_Corners  (competitor),team2_Corners  (competitor),team1_Fouls ,team2_Fouls ,team1_Fouls  (competitor),team2_Fouls  (competitor),team1_Offsides ,team2_Offsides ,team1_Offsides  (competitor),team2_Offsides  (competitor),team1_Yellow Cards ,team2_Yellow Cards ,team1_Yellow Cards  (competitor),team2_Yellow Cards  (competitor),team1_Red cards ,team2_Red cards ,team1_Red cards  (competitor),team2_Red cards  (competitor),H2H_available,H2H_matches,H2H_most_productive_draw,H2H_most_productive_match,h2h_Wins_team1,h2h_Wins_team2,h2h_Scored goals_team1,h2h_Scored goals_team2,h2h_Goals match average_team1,h2h_Goals match average_team2,h2h_Biggest win_team1,h2h_Biggest win_team2,date_x,Home_Elo,change_x,date_y,Away_Elo,change_y,Elo_Diff,Abs_Elo_Diff,Elo_Home_Adv,Elo_Ratio
Ecuador,Curaçao,"FIFA World Cup, 2-round, group stage, 20.06.2026 20:00",20.06.2026,6/20/2026,,,10,10,213.9,214,3,4,7,5,0,1,16,17,7,20,3,7,0.7,2,0.3,0.7,7,5,3,5,1,4,9,6,9.7,12.1,8.9,11.4,3.6,5.3,3,3.7,54.3,51.7,45.7,48.3,3.3,3.7,4.3,4,13,13.44,11.2,14,1.7,1.67,1.1,1.11,2,1.9,1.8,2.1,0.2,0,0.2,0.1,FALSE,,,,,,,,,,,,12/13/2025,1933,0,12/13/2025,1467,0,466,466,1983,1.317655078
Tunisia,Japan,"FIFA World Cup, 2-round, group stage, 20.06.2026 23:59",20.06.2026,6/20/2026,,,10,10,168.3,214.7,4,7,3,2,3,1,15,23,18,25,13,7,1.8,2.5,1.3,0.7,1,6,8,3,6,5,4,5,11.56,13.3,10.78,8.5,4.33,6,2.89,2.6,52,53,48,47,5.44,5.1,4.33,2.6,16.38,13.9,11.38,10.3,1.63,1.4,0.75,1.5,1.67,1,1.78,0.8,0.11,0,0.22,0.1,TRUE,6,,['0:3'],1,5,3,8,0.5,1.33,,,12/13/2025,1641,0,12/13/2025,1878,0,-237,237,1691,0.873801917
Ecuador,Curaçao,"FIFA World Cup, 2-round, group stage, 20.06.2026 20:00",20.06.2026,6/20/2026,,,10,10,213.9,214,3,4,7,5,0,1,16,17,7,20,3,7,0.7,2,0.3,0.7,7,5,3,5,1,4,9,6,9.7,12.1,8.9,11.4,3.6,5.3,3,3.7,54.3,51.7,45.7,48.3,3.3,3.7,4.3,4,13,13.44,11.2,14,1.7,1.67,1.1,1.11,2,1.9,1.8,2.1,0.2,0,0.2,0.1,FALSE,,,,,,,,,,,,12/13/2025,1933,0,12/13/2025,1467,0,466,466,1983,1.317655078
Tunisia,Japan,"FIFA World Cup, 2-round, group stage, 20.06.2026 23:59",20.06.2026,6/20/2026,,,10,10,168.3,214.7,4,7,3,2,3,1,15,23,18,25,13,7,1.8,2.5,1.3,0.7,1,6,8,3,6,5,4,5,11.56,13.3,10.78,8.5,4.33,6,2.89,2.6,52,53,48,47,5.44,5.1,4.33,2.6,16.38,13.9,11.38,10.3,1.63,1.4,0.75,1.5,1.67,1,1.78,0.8,0.11,0,0.22,0.1,TRUE,6,,['0:3'],1,5,3,8,0.5,1.33,,,12/13/2025,1641,0,12/13/2025,1878,0,-237,237,1691,0.873801917
Netherlands,European Play-Off B,"FIFA World Cup, 2-round, group stage, 20.06.2026 13:00",20.06.2026,6/20/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,12/13/2025,1959,0,,1490.960734,,468.0392658,468.0392658,2009,1.313917902
Germany,Ivory Coast,"FIFA World Cup, 2-round, group stage, 20.06.2026 16:00",20.06.2026,6/20/2026,,,10,10,215,161,6,6,1,2,3,2,19,20,22,22,11,7,2.2,2.2,1.1,0.7,4,6,4,3,6,5,4,5,16.4,11.5,9.2,5.3,6,3.7,3.6,1.9,66.6,59.1,33.4,40.9,6.1,4.9,4.1,2.5,12.7,14.86,10.6,11.14,1.4,0.75,0.6,0.25,1.9,1.1,2.3,1.4,0,0,0.1,0,TRUE,1,2:02,['2:2'],,,2,2,2,2,,,12/13/2025,1910,0,,1490.960734,,419.0392658,419.0392658,1960,1.281053187
Germany,Ivory Coast,"FIFA World Cup, 2-round, group stage, 20.06.2026 16:00",20.06.2026,6/20/2026,,,10,10,215,161,6,6,1,2,3,2,19,20,22,22,11,7,2.2,2.2,1.1,0.7,4,6,4,3,6,5,4,5,16.4,11.5,9.2,5.3,6,3.7,3.6,1.9,66.6,59.1,33.4,40.9,6.1,4.9,4.1,2.5,12.7,14.86,10.6,11.14,1.4,0.75,0.6,0.25,1.9,1.1,2.3,1.4,0,0,0.1,0,TRUE,1,2:02,['2:2'],,,2,2,2,2,,,12/13/2025,1910,0,,1490.960734,,419.0392658,419.0392658,1960,1.281053187
Uruguay,Cape Verde,"FIFA World Cup, 2-round, group stage, 21.06.2026 18:00",21.06.2026,6/21/2026,,,10,10,214.9,216.2,4,5,3,3,3,2,15,18,9,17,9,7,0.9,1.7,0.9,0.7,6,5,2,5,3,4,7,6,9.7,9.5,11.5,7.88,2.7,3.63,3.9,3.5,55.5,53.78,44.5,46.22,4.7,3.67,4.5,3.67,11.7,11.4,11.5,8,0.78,2.17,1.44,0.83,1.8,1.63,1.8,1.88,0.1,0,0.1,0,FALSE,,,,,,,,,,,,12/13/2025,1890,0,,1490.960734,,399.0392658,399.0392658,1940,1.267639017
Spain,Saudi Arabia,"FIFA World Cup, 2-round, group stage, 21.06.2026 12:00",21.06.2026,6/21/2026,,,10,10,214.8,187.9,7,5,2,2,1,3,23,17,33,12,13,10,3.3,1.2,1.3,1,5,2,5,5,9,4,1,6,20.3,11.2,9.5,5.4,8.7,3.9,3.7,2.4,64.1,60.56,35.9,39.44,5.9,4.3,2.9,2.5,11.6,10,9.6,14,2.3,1.33,1.8,1.56,1.4,1.8,1.6,1.8,0,0.2,0.1,0,TRUE,3,,"['5:0', '3:2']",3,0,9,2,3,0.67,,,12/13/2025,2171,0,,1490.960734,,680.0392658,680.0392658,2221,1.456108099
Spain,Saudi Arabia,"FIFA World Cup, 2-round, group stage, 21.06.2026 12:00",21.06.2026,6/21/2026,,,10,10,214.8,187.9,7,5,2,2,1,3,23,17,33,12,13,10,3.3,1.2,1.3,1,5,2,5,5,9,4,1,6,20.3,11.2,9.5,5.4,8.7,3.9,3.7,2.4,64.1,60.56,35.9,39.44,5.9,4.3,2.9,2.5,11.6,10,9.6,14,2.3,1.33,1.8,1.56,1.4,1.8,1.6,1.8,0,0.2,0.1,0,TRUE,3,,"['5:0', '3:2']",3,0,9,2,3,0.67,,,12/13/2025,2171,0,,1490.960734,,680.0392658,680.0392658,2221,1.456108099
Belgium,Iran,"FIFA World Cup, 2-round, group stage, 21.06.2026 15:00",21.06.2026,6/21/2026,,,10,10,215,215.1,6,5,3,1,1,4,21,16,33,14,10,7,3.3,1.4,1,0.7,5,5,5,3,7,5,3,5,20.5,11.4,6.4,6.2,7.4,4.6,2.7,1.8,66.9,57.89,33.1,42.11,9.7,5.5,2.4,3,9.7,13.5,10.4,12.25,1.2,1.25,1.1,1.5,1.2,1.3,2.6,2,0,0.2,0.1,0.2,FALSE,,,,,,,,,,,,12/13/2025,1849,0,12/13/2025,1754,0,95,95,1899,1.054161916
Belgium,Iran,"FIFA World Cup, 2-round, group stage, 21.06.2026 15:00",21.06.2026,6/21/2026,,,10,10,215,215.1,6,5,3,1,1,4,21,16,33,14,10,7,3.3,1.4,1,0.7,5,5,5,3,7,5,3,5,20.5,11.4,6.4,6.2,7.4,4.6,2.7,1.8,66.9,57.89,33.1,42.11,9.7,5.5,2.4,3,9.7,13.5,10.4,12.25,1.2,1.25,1.1,1.5,1.2,1.3,2.6,2,0,0.2,0.1,0.2,FALSE,,,,,,,,,,,,12/13/2025,1849,0,12/13/2025,1754,0,95,95,1899,1.054161916
Uruguay,Cape Verde,"FIFA World Cup, 2-round, group stage, 21.06.2026 18:00",21.06.2026,6/21/2026,,,10,10,214.9,216.2,4,5,3,3,3,2,15,18,9,17,9,7,0.9,1.7,0.9,0.7,6,5,2,5,3,4,7,6,9.7,9.5,11.5,7.88,2.7,3.63,3.9,3.5,55.5,53.78,44.5,46.22,4.7,3.67,4.5,3.67,11.7,11.4,11.5,8,0.78,2.17,1.44,0.83,1.8,1.63,1.8,1.88,0.1,0,0.1,0,FALSE,,,,,,,,,,,,12/13/2025,1890,0,,1490.960734,,399.0392658,399.0392658,1940,1.267639017
New Zealand,Egypt,"FIFA World Cup, 2-round, group stage, 21.06.2026 21:00",21.06.2026,6/21/2026,,,10,10,215,155.3,3,5,1,2,6,3,10,17,15,12,12,10,1.5,1.2,1.2,1,3,3,4,5,5,5,5,5,7.88,10.3,16.63,10.7,3,4.1,6.13,3.7,43.33,48,56.67,52,3.25,3.7,5.38,4.7,11.75,12.67,12.13,15.44,1.38,2.11,1.75,1.33,1.75,2,1,2,0,0.11,0,0,TRUE,3,1:01,['1:1'],0,2,1,3,0.33,1,,,,1490.960734,,12/13/2025,1591,0,-100.0392658,100.0392658,1540.960734,0.937121769
New Zealand,Egypt,"FIFA World Cup, 2-round, group stage, 21.06.2026 21:00",21.06.2026,6/21/2026,,,10,10,215,155.3,3,5,1,2,6,3,10,17,15,12,12,10,1.5,1.2,1.2,1,3,3,4,5,5,5,5,5,7.88,10.3,16.63,10.7,3,4.1,6.13,3.7,43.33,48,56.67,52,3.25,3.7,5.38,4.7,11.75,12.67,12.13,15.44,1.38,2.11,1.75,1.33,1.75,2,1,2,0,0.11,0,0,TRUE,3,1:01,['1:1'],0,2,1,3,0.33,1,,,,1490.960734,,12/13/2025,1591,0,-100.0392658,100.0392658,1540.960734,0.937121769
Norway,Senegal,"FIFA World Cup, 2-round, group stage, 22.06.2026 20:00",22.06.2026,6/22/2026,,,10,10,218.2,159.3,9,8,1,1,0,1,28,25,39,29,6,4,3.9,2.9,0.6,0.4,5,7,5,2,7,6,3,4,19.2,13.78,7.2,6.56,7,7.22,2.7,2.56,58.2,62.22,41.8,37.78,5.5,5.56,2.3,3.11,9.5,16,11.3,12.57,1,1.57,1.22,1.86,1,1.89,1,1.67,0,0.11,0,0.11,TRUE,1,,['2:1'],0,1,1,2,1,2,,,12/13/2025,1922,0,12/13/2025,1803,0,119,119,1972,1.066001109
Norway,Senegal,"FIFA World Cup, 2-round, group stage, 22.06.2026 20:00",22.06.2026,6/22/2026,,,10,10,218.2,159.3,9,8,1,1,0,1,28,25,39,29,6,4,3.9,2.9,0.6,0.4,5,7,5,2,7,6,3,4,19.2,13.78,7.2,6.56,7,7.22,2.7,2.56,58.2,62.22,41.8,37.78,5.5,5.56,2.3,3.11,9.5,16,11.3,12.57,1,1.57,1.22,1.86,1,1.89,1,1.67,0,0.11,0,0.11,TRUE,1,,['2:1'],0,1,1,2,1,2,,,12/13/2025,1922,0,12/13/2025,1803,0,119,119,1972,1.066001109
Jordan,Algeria,"FIFA World Cup, 2-round, group stage, 22.06.2026 23:00",22.06.2026,6/22/2026,,,10,10,186.4,163.5,5,7,1,1,4,2,16,22,16,18,13,5,1.6,1.8,1.3,0.5,4,6,5,3,6,3,4,7,10.8,9.5,13.1,7.3,4.6,4.1,4.4,2.1,41.4,54.67,58.6,45.33,3.9,4.7,5.6,3.7,12.29,17.33,9.14,14.33,1.57,2.11,1,1.67,0.8,2.1,1.4,2.2,0.1,0.1,0.2,0.2,TRUE,1,1:01,['1:1'],,,1,1,1,1,,,12/13/2025,1687,0,12/13/2025,1726,0,-39,39,1737,0.977404403
France,FIFA Play-Off Tournament 2,"FIFA World Cup, 2-round, group stage, 22.06.2026 17:00",22.06.2026,6/22/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,12/13/2025,2062,0,,1490.960734,,571.0392658,571.0392658,2112,1.383000875
Argentina,Austria,"FIFA World Cup, 2-round, group stage, 22.06.2026 13:00",22.06.2026,6/22/2026,,,10,10,220,215.9,8,6,1,2,1,2,25,20,21,23,3,7,2.1,2.3,0.3,0.7,7,4,2,4,3,4,7,6,13.44,14.3,6.67,9.7,5.78,6.3,2.33,2.2,63.22,64.8,36.78,35.2,4.89,4.1,2.22,3.1,11.67,13.4,11.67,10.7,3.14,2.2,1.57,1.3,1.67,1.7,2.67,1.9,0.33,0.2,0.11,0,TRUE,2,1:01,['1:5'],1,0,6,2,3,1,,,12/13/2025,2113,0,12/13/2025,1818,0,295,295,2163,1.162266227
Argentina,Austria,"FIFA World Cup, 2-round, group stage, 22.06.2026 13:00",22.06.2026,6/22/2026,,,10,10,220,215.9,8,6,1,2,1,2,25,20,21,23,3,7,2.1,2.3,0.3,0.7,7,4,2,4,3,4,7,6,13.44,14.3,6.67,9.7,5.78,6.3,2.33,2.2,63.22,64.8,36.78,35.2,4.89,4.1,2.22,3.1,11.67,13.4,11.67,10.7,3.14,2.2,1.57,1.3,1.67,1.7,2.67,1.9,0.33,0.2,0.11,0,TRUE,2,1:01,['1:5'],1,0,6,2,3,1,,,12/13/2025,2113,0,12/13/2025,1818,0,295,295,2163,1.162266227
Jordan,Algeria,"FIFA World Cup, 2-round, group stage, 22.06.2026 23:00",22.06.2026,6/22/2026,,,10,10,186.4,163.5,5,7,1,1,4,2,16,22,16,18,13,5,1.6,1.8,1.3,0.5,4,6,5,3,6,3,4,7,10.8,9.5,13.1,7.3,4.6,4.1,4.4,2.1,41.4,54.67,58.6,45.33,3.9,4.7,5.6,3.7,12.29,17.33,9.14,14.33,1.57,2.11,1,1.67,0.8,2.1,1.4,2.2,0.1,0.1,0.2,0.2,TRUE,1,1:01,['1:1'],,,1,1,1,1,,,12/13/2025,1687,0,12/13/2025,1726,0,-39,39,1737,0.977404403
Portugal,Uzbekistan,"FIFA World Cup, 2-round, group stage, 23.06.2026 13:00",23.06.2026,6/23/2026,,,10,10,219.1,217,7,7,1,2,2,1,22,23,29,16,13,4,2.9,1.6,1.3,0.4,2,7,6,3,7,4,3,6,20,9.2,11.1,7.5,7.1,3.1,4.1,3.1,62.6,51.1,37.4,48.9,6.4,2.9,3.5,3.4,9.6,9.5,10.4,10.75,2.9,2,1.9,1.67,1.9,0.9,2.3,1.3,0.1,0.2,0,0.2,FALSE,,,,,,,,,,,,12/13/2025,1976,0,12/13/2025,1735,0,241,241,2026,1.138904899
England,Ghana,"FIFA World Cup, 2-round, group stage, 23.06.2026 16:00",23.06.2026,6/23/2026,,,10,10,219.1,217.4,9,6,0,1,1,3,27,19,26,21,3,6,2.6,2.1,0.3,0.6,9,6,1,2,5,5,5,5,17.7,9.1,5.7,6.2,7.2,4.5,1.8,2.3,72.1,58.8,27.9,41.2,7.3,4.8,2.2,2.4,9.8,11.88,10.9,10.75,1.7,2.43,1.1,0.57,1,1.1,1.3,1.4,0,0,0.1,0,TRUE,1,1:01,['1:1'],,,1,1,1,1,,,12/13/2025,2042,0,12/13/2025,1509,0,533,533,2092,1.353214049
Portugal,Uzbekistan,"FIFA World Cup, 2-round, group stage, 23.06.2026 13:00",23.06.2026,6/23/2026,,,10,10,219.1,217,7,7,1,2,2,1,22,23,29,16,13,4,2.9,1.6,1.3,0.4,2,7,6,3,7,4,3,6,20,9.2,11.1,7.5,7.1,3.1,4.1,3.1,62.6,51.1,37.4,48.9,6.4,2.9,3.5,3.4,9.6,9.5,10.4,10.75,2.9,2,1.9,1.67,1.9,0.9,2.3,1.3,0.1,0.2,0,0.2,FALSE,,,,,,,,,,,,12/13/2025,1976,0,12/13/2025,1735,0,241,241,2026,1.138904899
Colombia,FIFA Play-Off Tournament 1,"FIFA World Cup, 2-round, group stage, 23.06.2026 22:00",23.06.2026,6/23/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,12/13/2025,1998,0,,1490.960734,,507.0392658,507.0392658,2048,1.340075533
Panama,Croatia,"FIFA World Cup, 2-round, group stage, 23.06.2026 19:00",23.06.2026,6/23/2026,,,10,10,216.9,218.1,6,8,3,1,1,1,21,25,20,28,8,6,2,2.8,0.8,0.6,4,6,6,3,4,6,6,4,16.4,19.4,10.6,9.8,6.1,7.2,3.3,3.4,62.7,63.7,37.3,36.3,6.3,7.7,3.4,5,13.2,10.7,12.4,11.6,1.3,2.5,2.1,1.8,1.2,1.2,1.9,1.6,0,0,0,0.1,FALSE,,,,,,,,,,,,12/13/2025,1742,0,12/13/2025,1933,0,-191,191,1792,0.90118986
Panama,Croatia,"FIFA World Cup, 2-round, group stage, 23.06.2026 19:00",23.06.2026,6/23/2026,,,10,10,216.9,218.1,6,8,3,1,1,1,21,25,20,28,8,6,2,2.8,0.8,0.6,4,6,6,3,4,6,6,4,16.4,19.4,10.6,9.8,6.1,7.2,3.3,3.4,62.7,63.7,37.3,36.3,6.3,7.7,3.4,5,13.2,10.7,12.4,11.6,1.3,2.5,2.1,1.8,1.2,1.2,1.9,1.6,0,0,0,0.1,FALSE,,,,,,,,,,,,12/13/2025,1742,0,12/13/2025,1933,0,-191,191,1792,0.90118986
England,Ghana,"FIFA World Cup, 2-round, group stage, 23.06.2026 16:00",23.06.2026,6/23/2026,,,10,10,219.1,217.4,9,6,0,1,1,3,27,19,26,21,3,6,2.6,2.1,0.3,0.6,9,6,1,2,5,5,5,5,17.7,9.1,5.7,6.2,7.2,4.5,1.8,2.3,72.1,58.8,27.9,41.2,7.3,4.8,2.2,2.4,9.8,11.88,10.9,10.75,1.7,2.43,1.1,0.57,1,1.1,1.3,1.4,0,0,0.1,0,TRUE,1,1:01,['1:1'],,,1,1,1,1,,,12/13/2025,2042,0,12/13/2025,1509,0,533,533,2092,1.353214049
South Africa,South Korea,"FIFA World Cup, 3-round, group stage, 24.06.2026 21:00",24.06.2026,6/24/2026,,,10,10,171.3,218.6,6,7,2,1,2,2,20,22,17,18,8,8,1.7,1.8,0.8,0.8,4,7,5,1,6,4,4,6,12.89,11.3,6.44,9,5.67,4.2,2.33,2.5,62.67,57.1,37.33,42.9,5.11,5.7,3.89,2.6,12.67,12.8,15.11,9.7,2,1.8,1.33,1.6,2.44,1.1,2.22,1.3,0.11,0,0.22,0,FALSE,,,,,,,,,,,,,1490.960734,,,1490.960734,,0,0,1540.960734,1
Scotland,Brazil,"FIFA World Cup, 3-round, group stage, 24.06.2026 18:00",24.06.2026,6/24/2026,,,10,10,218.1,218.1,6,5,1,2,3,3,19,17,19,17,13,10,1.9,1.7,1.3,1,4,5,5,4,7,5,3,5,11.8,12.4,14,9.7,4.7,4.4,3.4,3.4,49.7,58.5,50.3,41.5,4.9,4.5,4.9,4,12.3,12,12.9,14.7,1.2,1.25,1.1,2.75,1.7,1.7,2.2,1.6,0,0,0.2,0,TRUE,10,1:01,['4:1'],0,8,3,16,0.3,1.6,,,12/13/2025,1790,0,12/13/2025,1979,0,-189,189,1840,0.904497221
Scotland,Brazil,"FIFA World Cup, 3-round, group stage, 24.06.2026 18:00",24.06.2026,6/24/2026,,,10,10,218.1,218.1,6,5,1,2,3,3,19,17,19,17,13,10,1.9,1.7,1.3,1,4,5,5,4,7,5,3,5,11.8,12.4,14,9.7,4.7,4.4,3.4,3.4,49.7,58.5,50.3,41.5,4.9,4.5,4.9,4,12.3,12,12.9,14.7,1.2,1.25,1.1,2.75,1.7,1.7,2.2,1.6,0,0,0.2,0,TRUE,10,1:01,['4:1'],0,8,3,16,0.3,1.6,,,12/13/2025,1790,0,12/13/2025,1979,0,-189,189,1840,0.904497221
European Play-Off D,Mexico,"FIFA World Cup, 3-round, group stage, 24.06.2026 21:00",24.06.2026,6/24/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,1490.960734,,12/13/2025,1835,0,-344.0392658,344.0392658,1540.960734,0.812512662
European Play-Off A,Qatar,"FIFA World Cup, 3-round, group stage, 24.06.2026 15:00",24.06.2026,6/24/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,1490.960734,,12/13/2025,1427,0,63.96073417,63.96073417,1540.960734,1.044821818
South Africa,South Korea,"FIFA World Cup, 3-round, group stage, 24.06.2026 21:00",24.06.2026,6/24/2026,,,10,10,171.3,218.6,6,7,2,1,2,2,20,22,17,18,8,8,1.7,1.8,0.8,0.8,4,7,5,1,6,4,4,6,12.89,11.3,6.44,9,5.67,4.2,2.33,2.5,62.67,57.1,37.33,42.9,5.11,5.7,3.89,2.6,12.67,12.8,15.11,9.7,2,1.8,1.33,1.6,2.44,1.1,2.22,1.3,0.11,0,0.22,0,FALSE,,,,,,,,,,,,,1490.960734,,,1490.960734,,0,0,1540.960734,1
Switzerland,Canada,"FIFA World Cup, 3-round, group stage, 24.06.2026 15:00",24.06.2026,6/24/2026,,,10,10,218,217.7,7,5,3,3,0,2,24,18,26,16,6,3,2.6,1.6,0.6,0.3,5,7,5,2,6,2,4,8,10.78,10.7,7.44,6.7,5.11,4,1.89,2,59.8,48.9,40.2,51.1,5,5.1,3.2,2.4,10.6,13.6,11.4,16.7,1.3,2,1,1.3,0.78,2.2,1.89,2.1,0,0.3,0,0.3,TRUE,1,,['1:3'],0,1,1,3,1,3,,,12/13/2025,1897,0,12/13/2025,1802,0,95,95,1947,1.052719201
Morocco,Haiti,"FIFA World Cup, 3-round, group stage, 24.06.2026 18:00",24.06.2026,6/24/2026,,,10,10,161,217.9,9,3,1,3,0,4,28,12,17,12,3,15,1.7,1.2,0.3,1.5,8,4,2,4,3,5,7,5,13.6,11.5,6.8,12.5,5.6,4.2,1.3,5,55.4,50.4,44.6,49.6,5.4,4.7,2,4.1,14.22,13.44,15.67,10.78,2.44,1.67,1.22,1.56,1.5,1.7,2.5,1.4,0.1,0.1,0,0,FALSE,,,,,,,,,,,,12/13/2025,1830,0,12/13/2025,1542,0,288,288,1880,1.186770428
Switzerland,Canada,"FIFA World Cup, 3-round, group stage, 24.06.2026 15:00",24.06.2026,6/24/2026,,,10,10,218,217.7,7,5,3,3,0,2,24,18,26,16,6,3,2.6,1.6,0.6,0.3,5,7,5,2,6,2,4,8,10.78,10.7,7.44,6.7,5.11,4,1.89,2,59.8,48.9,40.2,51.1,5,5.1,3.2,2.4,10.6,13.6,11.4,16.7,1.3,2,1,1.3,0.78,2.2,1.89,2.1,0,0.3,0,0.3,TRUE,1,,['1:3'],0,1,1,3,1,3,,,12/13/2025,1897,0,12/13/2025,1802,0,95,95,1947,1.052719201
Morocco,Haiti,"FIFA World Cup, 3-round, group stage, 24.06.2026 18:00",24.06.2026,6/24/2026,,,10,10,161,217.9,9,3,1,3,0,4,28,12,17,12,3,15,1.7,1.2,0.3,1.5,8,4,2,4,3,5,7,5,13.6,11.5,6.8,12.5,5.6,4.2,1.3,5,55.4,50.4,44.6,49.6,5.4,4.7,2,4.1,14.22,13.44,15.67,10.78,2.44,1.67,1.22,1.56,1.5,1.7,2.5,1.4,0.1,0.1,0,0,FALSE,,,,,,,,,,,,12/13/2025,1830,0,12/13/2025,1542,0,288,288,1880,1.186770428
Curaçao,Ivory Coast,"FIFA World Cup, 3-round, group stage, 25.06.2026 16:00",25.06.2026,6/25/2026,,,10,10,218.8,166,4,6,5,2,1,2,17,20,20,22,7,7,2,2.2,0.7,0.7,5,6,5,3,4,5,6,5,12.1,11.5,11.4,5.3,5.3,3.7,3.7,1.9,51.7,59.1,48.3,40.9,3.7,4.9,4,2.5,13.44,14.86,14,11.14,1.67,0.75,1.11,0.25,1.9,1.1,2.1,1.4,0,0,0.1,0,FALSE,,,,,,,,,,,,12/13/2025,1467,0,,1490.960734,,-23.96073417,23.96073417,1517,0.983929333
Paraguay,Australia,"FIFA World Cup, 3-round, group stage, 25.06.2026 22:00",25.06.2026,6/25/2026,,,10,10,219,219,4,7,3,0,3,3,15,21,11,16,10,9,1.1,1.6,1,0.9,4,4,4,4,4,5,6,5,10.7,6.8,8.9,11,3.8,3.3,3.4,4.4,37.8,39.2,62.2,60.8,4.4,2.2,4.9,4.8,13.2,9.7,12,11.7,1.78,1,1.11,1.6,1.6,0.8,1.4,1.2,0.1,0,0,0,TRUE,5,1:01,['2:1'],0,2,2,4,0.4,0.8,,,12/13/2025,1833,0,12/13/2025,1774,0,59,59,1883,1.033258174
Paraguay,Australia,"FIFA World Cup, 3-round, group stage, 25.06.2026 22:00",25.06.2026,6/25/2026,,,10,10,219,219,4,7,3,0,3,3,15,21,11,16,10,9,1.1,1.6,1,0.9,4,4,4,4,4,5,6,5,10.7,6.8,8.9,11,3.8,3.3,3.4,4.4,37.8,39.2,62.2,60.8,4.4,2.2,4.9,4.8,13.2,9.7,12,11.7,1.78,1,1.11,1.6,1.6,0.8,1.4,1.2,0.1,0,0,0,TRUE,5,1:01,['2:1'],0,2,2,4,0.4,0.8,,,12/13/2025,1833,0,12/13/2025,1774,0,59,59,1883,1.033258174
European Play-Off C,USA,"FIFA World Cup, 3-round, group stage, 25.06.2026 22:00",25.06.2026,6/25/2026,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,1490.960734,,,1490.960734,,0,0,1540.960734,1
Tunisia,Netherlands,"FIFA World Cup, 3-round, group stage, 25.06.2026 19:00",25.06.2026,6/25/2026,,,10,10,173.1,220.1,4,6,3,3,3,1,15,21,18,32,13,9,1.8,3.2,1.3,0.9,1,5,8,5,6,7,4,3,11.56,16.5,10.78,9.1,4.33,6.5,2.89,3.4,52,61.9,48,38.1,5.44,5.6,4.33,2.3,16.38,10.5,11.38,11.7,1.63,1.7,0.75,1.5,1.67,0.9,1.78,2,0.11,0.1,0.22,0,TRUE,3,2:02,"['2:2', '0:4']",0,1,3,7,1,2.33,,,12/13/2025,1641,0,12/13/2025,1959,0,-318,318,1691,0.837672282
Ecuador,Germany,"FIFA World Cup, 3-round, group stage, 25.06.2026 16:00",25.06.2026,6/25/2026,,,10,10,218.8,220,3,6,7,1,0,3,16,19,7,22,3,11,0.7,2.2,0.3,1.1,7,4,3,4,1,6,9,4,9.7,16.4,8.9,9.2,3.6,6,3,3.6,54.3,66.6,45.7,33.4,3.3,6.1,4.3,4.1,13,12.7,11.2,10.6,1.7,1.4,1.1,0.6,2,1.9,1.8,2.3,0.2,0,0.2,0.1,TRUE,2,,['2:4'],0,2,2,7,1,3.5,,,12/13/2025,1933,0,12/13/2025,1910,0,23,23,1983,1.012041885
